Nome,Número,Coleção,Idioma,Estado,Ano,Tipo,Link Liga,Link MYP,Link Cardmarket,Link Tcgplayer,Link PriceCharting,Minimo,Venda Rapida,Menor Liga,Preço,Quantidade
Marshadow e Machamp-GX,82/214,Elos Inquebráveis,Português (PT-BR),NM,2019,GX — Aliados,https://www.ligapokemon.com.br/?view=cards/card&card=Marshadow%20%26%20Machamp-GX%20(82/214)&show=1&ed=UNB&num=82,https://mypcards.com/pokemon/produto/89263/marshadow-e-machamp-gx,https://www.cardmarket.com/en/Pokemon/Products/Singles/Unbroken-Bonds/Marshadow-Machamp-GX-V1-UNB82,https://www.tcgplayer.com/product/188407?page=1&Language=English,https://www.pricecharting.com/game/pokemon-unbroken-bonds/marshadow-%26-machamp-gx-82,"72,7",,120,,1
Greninja,SWSH144,Espada e Escudo — Promos,Inglês,MP,2021,Estrela Dourada — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Greninja%20Star%20(SWSH144/71)&ed=SSPR&num=SWSH144&srsltid=AfmBOooXlJbLSqr_aPzpWB4Ma8sLKUmSerHlY3E_4NcZDuiGVvuwJu-S,https://mypcards.com/pokemon/produto/144339/greninja-star,https://www.cardmarket.com/en/Pokemon/Products/Singles/SWSH-Black-Star-Promos/Greninja-Gold-Star-SWSH144,https://www.tcgplayer.com/product/248731?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/greninja-swsh144,75,,160,,1
Greninja Radiante,046/189,Astros Cintilantes,Português (PT-BR),SP,2022,Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Radiant%20Greninja%20(046/189)&show=1&ed=ASR&num=046,https://mypcards.com/pokemon/produto/160507/greninja-radiante,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Radiant-Greninja-ASR046,https://www.tcgplayer.com/product/272246?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/radiant-greninja-46,"6,4",,"9,9",,1
Hawlucha Radiante,081/189,Astros Cintilantes,Português (PT-BR),NM,2022,Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Radiant%20Hawlucha%20(081/189)&show=1&ed=ASR&num=081,https://mypcards.com/pokemon/produto/160542/hawlucha-radiante,https://www.cardmarket.com/en/Pokemon/Products/Singles/Astral-Radiance/Radiant-Hawlucha-ASR081,https://www.tcgplayer.com/product/272282?page=1&Language=English,https://www.pricecharting.com/game/pokemon-astral-radiance/radiant-hawlucha-81,"6,3",,"8,2",,1
Sneasler de Hisui Radiante,123/196,Origem Perdida,Português (PT-BR),NM,2022,Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Radiant%20Hisuian%20Sneasler%20(123/196)&show=1&ed=LOR&num=123,https://mypcards.com/pokemon/produto/167929/sneasler-de-hisui-radiante,https://www.cardmarket.com/en/Pokemon/Products/Singles/Lost-Origin/Radiant-Hisuian-Sneasler-LOR123,https://www.tcgplayer.com/product/284031?page=1&Language=English,https://www.pricecharting.com/game/pokemon-lost-origin/radiant-hisuian-sneasler-123,"3,6",,5,,3
Tsareena Radiante,016/195,Tempestade Prateada,Português (PT-BR),NM,2022,Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Radiant%20Tsareena%20(016/195)&show=1&ed=SIT&num=016,https://mypcards.com/pokemon/produto/174773/tsareena-radiante,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Radiant-Tsareena-SIT016,https://www.tcgplayer.com/product/451645?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/radiant-tsareena-16,5,,"6,9",,1
Alakazam Radiante,059/195,Tempestade Prateada,Português (PT-BR),SP,2022,Radiante,https://www.ligapokemon.com.br/?view=cards/card&card=Radiant%20Alakazam%20(059/195)&show=1&ed=SIT&num=059,https://mypcards.com/pokemon/produto/174816/alakazam-radiante,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Radiant-Alakazam-SIT059,https://www.tcgplayer.com/product/451394?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/radiant-alakazam-59,7,,"18,9",,1
Pedra Selada Terrestre,154/195,Tempestade Prateada,Português (PT-BR),NM,2022,Ferramenta V-ASTRO,https://www.ligapokemon.com.br/?view=cards/card&card=Earthen%20Seal%20Stone%20(154/195)&show=1&ed=SIT&num=154,https://mypcards.com/pokemon/produto/174911/pedra-selada-terrestre,https://www.cardmarket.com/en/Pokemon/Products/Singles/Silver-Tempest/Earthen-Seal-Stone-SIT154,https://www.tcgplayer.com/product/451802?page=1&Language=English,https://www.pricecharting.com/game/pokemon-silver-tempest/earthen-seal-stone-154,"0,7",,1,,1
Mega Camerupt ex,022/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Camerupt%20ex%20(022/132)&show=1&ed=MEG&num=022,https://mypcards.com/pokemon/produto/294270/mega-camerupt-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Camerupt-ex-V1-MEG022,https://www.tcgplayer.com/product/654361?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-camerupt-ex-22,"2,1",,"2,9",,1
Mega Abomasnow ex,036/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Abomasnow%20ex%20(036/132)&show=1&ed=MEG&num=036,https://mypcards.com/pokemon/produto/294284/mega-abomasnow-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Abomasnow-ex-V1-MEG036,https://www.tcgplayer.com/product/654375?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-abomasnow-ex-36,"1,4",,2,,2
Mega Manectric ex,050/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Manectric%20ex%20(050/132)&show=1&ed=MEG&num=050,https://mypcards.com/pokemon/produto/294298/mega-manectric-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Manectric-ex-V1-MEG050,https://www.tcgplayer.com/product/654389?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-manectric-ex-50,2,,"3,5",,3
Mega Gardevoir ex,060/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Gardevoir%20ex%20(060/132)&show=1&ed=MEG&num=060,https://mypcards.com/pokemon/produto/294308/mega-gardevoir-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Gardevoir-ex-V1-MEG060,https://www.tcgplayer.com/product/654399?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-gardevoir-ex-60,"2,5",,"4,4",,3
Mega Lucario ex,077/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Lucario%20ex%20(077/132)&show=1&ed=MEG&num=077,https://mypcards.com/pokemon/produto/294325/mega-lucario-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Lucario-ex-V1-MEG077,https://www.tcgplayer.com/product/654416?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-lucario-ex-77,"3,2",,"4,5",,1
Mega Kangaskhan ex,104/132,Megaevolução,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Kangaskhan%20ex%20(104/132)&show=1&ed=MEG&num=104,https://mypcards.com/pokemon/produto/294352/mega-kangaskhan-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Mega-Kangaskhan-ex-V1-MEG104,https://www.tcgplayer.com/product/654443?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/mega-kangaskhan-ex-104,"3,4",,"5,9",,3
Togekiss,46/108,Céus Estrondosos,Português (PT-BR),D,2015,Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Togekiss%20(46/108)&show=1&ed=ROS&num=46,https://mypcards.com/pokemon/produto/39392/togekiss,https://www.cardmarket.com/en/Pokemon/Products/Singles/Roaring-Skies/Togekiss-ROS46,https://www.tcgplayer.com/product/98082?page=1&Language=English,https://www.pricecharting.com/game/pokemon-roaring-skies/togekiss-46,"1,5",,9,,1
Dragonite,52/108,Céus Estrondosos,Português (PT-BR),D,2015,Holo Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Dragonite%20(52/108)&show=1&ed=ROS&num=52,https://mypcards.com/pokemon/produto/39398/dragonite,https://www.cardmarket.com/en/Pokemon/Products/Singles/Roaring-Skies/Dragonite-ROS52,https://www.tcgplayer.com/product/98088?page=1&Language=English,https://www.pricecharting.com/game/pokemon-roaring-skies/dragonite-52,1,,13,,1
Whiscash,41/160,Conflito Primitivo,Português (PT-BR),D,2015,Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Whiscash%20(41/160)&show=1&ed=PRC&num=41,https://mypcards.com/pokemon/produto/39107/whiscash,https://www.cardmarket.com/en/Pokemon/Products/Singles/Primal-Clash/Whiscash-PRC41,https://www.tcgplayer.com/product/95938?page=1&Language=English,https://www.pricecharting.com/game/pokemon-primal-clash/whiscash-41,"0,7",,"0,8",,1
Mega Gengar ex,056/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Gengar%20ex%20(056/094)&show=1&ed=PFL&num=056,https://mypcards.com/pokemon/produto/300662/mega-gengar-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Mega-Gengar-ex-V1-PFL056,https://www.tcgplayer.com/product/660380?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/mega-gengar-ex-56,"6,5",,"7,9",,1
Mega Lopunny ex,084/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Lopunny%20ex%20(084/094)&show=1&ed=PFL&num=084,https://mypcards.com/pokemon/produto/300690/mega-lopunny-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Mega-Lopunny-ex-V1-PFL084,https://www.tcgplayer.com/product/662188?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/mega-lopunny-ex-84,"2,7",,"4,8",,2
Mega Starmie ex,021/088,Equilíbrio Perfeito,Português (PT-BR),NM,2026,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Starmie%20ex%20(021/088)&show=1&ed=POR&num=021,https://mypcards.com/pokemon/produto/316726/mega-starmie-ex-021088,https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Mega-Starmie-ex-V1-POR021,https://www.tcgplayer.com/product/684360?page=1&Language=English,https://www.pricecharting.com/game/pokemon-perfect-order/mega-starmie-ex-21,"3,9",,"6,9",,1
Mega Gengar ex,MEP 073,Megaevolução — Promos,Suíço,NM,2026,Mega ex — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Gengar%20ex%20(073/%E2%88%9E)&ed=MEP&num=073&srsltid=AfmBOoreM7bSqv-oPE5XVN0NYdJYPE1R3cTAJt5KTWgmO-1lWaVT1qPV,https://mypcards.com/pokemon/produto/330887/mega-gengar-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/MEP-Black-Star-Promos/Mega-Gengar-ex-MEP073,https://www.tcgplayer.com/product/696608?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/mega-gengar-ex-73,25,,60,,1
Mega Greninja ex,022/086,Caos Ascendente,Português (PT-BR),NM,2026,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Greninja%20ex%20(022/086)&show=1&ed=CRI&num=022,https://mypcards.com/pokemon/produto/325002/mega-greninja-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Mega-Greninja-ex-V1-CRI022,https://www.tcgplayer.com/product/693515?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/mega-greninja-ex-22,8,,"13,9",,1
Mega Floette ex,035/086,Caos Ascendente,Português (PT-BR),NM,2026,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Floette%20ex%20(035/086)&show=1&ed=CRI&num=035,https://mypcards.com/pokemon/produto/325015/mega-floette-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Mega-Floette-ex-V1-CRI035,https://www.tcgplayer.com/product/693511?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/mega-floette-ex-35,"1,6",,"3,4",,1
Mega Gallade ex,048/086,Caos Ascendente,Português (PT-BR),NM,2026,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Gallade%20ex%20(048/086)&show=1&ed=CRI&num=048,https://mypcards.com/pokemon/produto/325028/mega-gallade-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Mega-Gallade-ex-CRI048,https://www.tcgplayer.com/product/693514?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/mega-gallade-ex-48,"1,7",,3,,1
Mega Dragalge ex,065/086,Caos Ascendente,Português (PT-BR),NM,2026,Mega ex,https://www.ligapokemon.com.br/?view=cards/card&card=Mega%20Dragalge%20ex%20(065/086)&show=1&ed=CRI&num=065,https://mypcards.com/pokemon/produto/325045/mega-dragalge-ex,https://www.cardmarket.com/en/Pokemon/Products/Singles/Chaos-Rising/Mega-Dragalge-ex-V1-CRI065,https://www.tcgplayer.com/product/693508?page=1&Language=English,https://www.pricecharting.com/game/pokemon-chaos-rising/mega-dragalge-ex-65,"1,7",,3,,1
Sableye,XY92,XY — Promos,Português (PT-BR),HP,2015,Holo — Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Sableye%20(XY92)&show=1&ed=PR-XY&num=XY92,https://mypcards.com/pokemon/produto/41785/sableye,https://www.cardmarket.com/en/Pokemon/Products/Singles/XY-Black-Star-Promos/Sableye-XYPRXY92,https://www.tcgplayer.com/product/108621?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/sableye-xy92,"1,9",,"5,8",,2
Pyroar,200/193,Evoluções em Paldea,Português (PT-BR),NM,2023,Ilustração Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Pyroar%20(200/193)&show=1&ed=PAL&num=200,https://mypcards.com/pokemon/produto/193135/pyroar,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Pyroar-V2-PAL200,https://www.tcgplayer.com/product/497603?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/pyroar-200,30,,90,,1
Flareon,TG01/TG30,Astros Cintilantes,Português (PT-BR),NM,2022,Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Flareon%20(TG01/TG30)&show=10&ed=BSTG&num=TG01,https://mypcards.com/pokemon/produto/155015/flareon,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Flareon-BRSTG01,https://www.tcgplayer.com/product/264210?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/flareon-tg01,"99,4",,"154,8",,1
Clauncher,205/198,Escarlate e Violeta,Português (PT-BR),NM,2023,Ilustração Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Clauncher%20(205/198)&show=1&ed=SV1&num=205,https://mypcards.com/pokemon/produto/185009/clauncher,https://www.cardmarket.com/en/Pokemon/Products/Singles/Scarlet-Violet/Clauncher-V2-SVI205,https://www.tcgplayer.com/product/490066?page=1&Language=English,https://www.pricecharting.com/game/pokemon-scarlet-%26-violet/clauncher-205,39,,"54,9",,1
Houndour,204/197,Obsidiana em Chamas,Português (PT-BR),NM,2023,Ilustração Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Houndour%20(204/197)&show=1&ed=OBF&num=204,https://mypcards.com/pokemon/produto/199443/houndour,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Houndour-V2-OBF204,https://www.tcgplayer.com/product/509951?page=1&Language=English,https://www.pricecharting.com/game/pokemon-obsidian-flames/houndour-204,"39,1",,55,,1
Mew,GG10/GG70,Realeza Absoluta,Português (PT-BR),NM,2023,Galeria de Galar,https://www.ligapokemon.com.br/?view=cards/card&card=Mew%20(GG10/GG70)&show=1&ed=CZGG&num=GG10,https://mypcards.com/pokemon/produto/180911/mew,https://www.cardmarket.com/en/Pokemon/Products/Singles/Crown-Zenith/Mew-CRZGG10,https://www.tcgplayer.com/product/478027?page=1&Language=English,https://www.pricecharting.com/game/pokemon-crown-zenith/mew-gg10,497,,1150,,1
Pidgey,207/197,Obsidiana em Chamas,Português (PT-BR),NM,2023,Ilustração Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Pidgey%20(207/197)&show=1&ed=SV3&num=207,https://mypcards.com/pokemon/produto/199446/pidgey,https://www.cardmarket.com/en/Pokemon/Products/Singles/Obsidian-Flames/Pidgey-V2-OBF207,https://www.tcgplayer.com/product/509955?page=1&Language=English,https://www.pricecharting.com/game/pokemon-obsidian-flames/pidgey-207,"134,3",,199,,1
Thievul,192/172,VSTAR Universe (S12a),Japonês,NM,2022,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Thievul%20(192/172)&show=1&ed=s12A&num=192,https://mypcards.com/pokemon/produto/202799/thievul,https://www.cardmarket.com/en/Pokemon/Products/Singles/VSTAR-Universe/Thievul-V2-s12a192,https://www.tcgplayer.com/product/571730?page=1&Language=Japanese,https://www.pricecharting.com/game/pokemon-japanese-vstar-universe/thievul-192,"6,7",,10,,1
Flamigo,227/193,Evoluções em Paldea,Português (PT-BR),NM,2023,Ilustração Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Flamigo%20(227/193)&srsltid=AfmBOooRZSxabkD2fkI5Qo0QPudWNlwCYhmfNkmvPLx86aa9GD0-YN54,https://mypcards.com/pokemon/produto/193162/flamigo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Paldea-Evolved/Flamigo-V2-PAL227,https://www.tcgplayer.com/product/497630?page=1&Language=English,https://www.pricecharting.com/game/pokemon-paldea-evolved/flamigo-227,"47,2",,"66,5",,1
Dusknoir,TG06/TG30,Astros Cintilantes,Português (PT-BR),NM,2022,Galeria de Treinador,https://www.ligapokemon.com.br/?view=cards/card&card=Dusknoir%20(TG06/TG30)&show=1&ed=BRSTG&num=TG06,https://mypcards.com/pokemon/produto/155020/dusknoir,https://www.cardmarket.com/en/Pokemon/Products/Singles/Brilliant-Stars/Dusknoir-BRSTG06,https://www.tcgplayer.com/product/264214?page=1&Language=English,https://www.pricecharting.com/game/pokemon-brilliant-stars/dusknoir-tg06,"17,7",,"24,9",,1
Miraidon,SVP 013,Escarlate e Violeta — Promos,Português (PT-BR),NM,2023,Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Miraidon(013/%E2%88%9E)&srsltid=AfmBOorOjgdlW2z8AhDDawfBJ8hNfkQPejq5wUW6atXjSs-XI56GCfwA,https://mypcards.com/pokemon/produto/187932/miraidon,https://www.cardmarket.com/en/Pokemon/Products/Singles/SV-Black-Star-Promos/Miraidon-V1-SVP013,https://www.tcgplayer.com/product/490719?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/miraidon-13,"56,8",,80,,1
Pacote Férreo,SVP 066,Escarlate e Violeta — Promos,Português (PT-BR),NM,2023,Promo,https://www.ligapokemon.com.br/?view=cards/card&card=Iron+Bundle%20(066/%E2%88%9E)&ed=SVP&srsltid=AfmBOop-a9KtNCcwmGu5PwZl-2ipDehrqljxurEQb4hRlroZOeIBAILQ,https://mypcards.com/pokemon/produto/211267/pacote-ferreo,https://www.cardmarket.com/en/Pokemon/Products/Singles/SV-Black-Star-Promos/Iron-Bundle-V2-SVP066,https://www.tcgplayer.com/product/526656?page=1&Language=English,https://www.pricecharting.com/game/pokemon-promo/iron-bundle-66,"18,5",,28,,1
Squirtle,148/142,Coroa Estelar,Português (PT-BR),NM,2024,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Squirtle%20(148/142)&show=1&ed=SCR&num=148,https://mypcards.com/pokemon/produto/247639/squirtle,https://www.cardmarket.com/en/Pokemon/Products/Singles/Stellar-Crown/Squirtle-SCR148,https://www.tcgplayer.com/product/567429?page=1&Language=English,https://www.pricecharting.com/game/pokemon-stellar-crown/squirtle-148,168,,299,,1
Wailord,162/159,Amigos da Jornada,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Wailord%20(162/159)&show=1&ed=JTG&num=162,https://mypcards.com/pokemon/produto/267889/wailord,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Wailord-V2-JTG162,https://www.tcgplayer.com/product/623589?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/wailord-162,"22,4",,40,,1
Noibat,169/159,Amigos da Jornada,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Noibat%20(169/159)&show=1&ed=JTG&num=169,https://mypcards.com/pokemon/produto/267896/noibat,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Noibat-V2-JTG169,https://www.tcgplayer.com/product/623596?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/noibat-169,28,,"28,1",,1
Reshiram de N,167/159,Amigos da Jornada,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=N%27s%20Reshiram%20(Journey%20Together%20Stamped)%20(167b%2F%E2%88%9E)&ed=SVP&num=167b&srsltid=AfmBOorh80A6cC5R2PCvds-qXbLLOmd3ww7Je82pCnpCj0poPpLbL1Q1,https://mypcards.com/pokemon/produto/267894/reshiram-do-n,https://www.cardmarket.com/en/Pokemon/Products/Singles/Journey-Together/Ns-Reshiram-V2-JTG167,https://www.tcgplayer.com/product/624677?page=1&Language=English,https://www.pricecharting.com/game/pokemon-journey-together/n%27s-reshiram-167,"29,8",,"41,9",,1
Shuckle,136/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Shuckle%20(136/132)&show=1&ed=MEG&num=136,https://mypcards.com/pokemon/produto/294385/shuckle,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Shuckle-V2-MEG136,https://www.tcgplayer.com/product/654475?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/shuckle-136,"11,1",,14,,1
Ninjask,137/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Ninjask%20(137/132)&show=1&ed=MEG&num=137,https://mypcards.com/pokemon/produto/294386/ninjask,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Ninjask-V2-MEG137,https://www.tcgplayer.com/product/654476?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/ninjask-137,"8,4",,12,,1
Garganacl,147/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Garganacl%20(147/132)&show=1&ed=MEG&num=147,https://mypcards.com/pokemon/produto/294396/garganacl,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Garganacl-V2-MEG147,https://www.tcgplayer.com/product/654486?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/garganacl-147,"5,6",,7,,1
Spiritomb,148/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Spiritomb%20(148/132)&show=1&ed=MEG&num=148,https://mypcards.com/pokemon/produto/294397/spiritomb,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Spiritomb-V2-MEG148,https://www.tcgplayer.com/product/654487?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/spiritomb-148,"11,1",,"12,9",,1
Gumshoos,153/132,Megaevolução,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Gumshoos%20(153/132)&show=1&ed=MEG&num=153,https://mypcards.com/pokemon/produto/294402/gumshoos,https://www.cardmarket.com/en/Pokemon/Products/Singles/Mega-Evolution/Gumshoos-V2-MEG153,https://www.tcgplayer.com/product/654492?page=1&Language=English,https://www.pricecharting.com/game/pokemon-mega-evolution/gumshoos-153,"5,6",,"9,9",,1
Ludicolo,095/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Ludicolo%20(095/094)&show=1&ed=PFL&num=095,https://mypcards.com/pokemon/produto/300701/ludicolo,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Ludicolo-V2-PFL095,https://www.tcgplayer.com/product/662180?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/ludicolo-95,"8,4",,9,,1
Wooper de Paldea,102/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Paldean%20Wooper%20(102/094)&show=1&ed=PFL&num=102,https://mypcards.com/pokemon/produto/300708/wooper-de-paldea,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Paldean-Wooper-PFL102,https://www.tcgplayer.com/product/662209?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/paldean-wooper-102,"6,7",,"11,9",,1
Togedemaru,104/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Togedemaru%20(104/094)&show=1&ed=PFL&num=104,https://mypcards.com/pokemon/produto/300710/togedemaru,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Togedemaru-V2-PFL104,https://www.tcgplayer.com/product/662233?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/togedemaru-104,"7,8",,10,,1
Ambipom,107/094,Fogo Fantasmagórico,Português (PT-BR),NM,2025,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Ambipom%20(107/094)&show=1&ed=PFL&num=107,https://mypcards.com/pokemon/produto/300713/ambipom,https://www.cardmarket.com/en/Pokemon/Products/Singles/Phantasmal-Flames/Ambipom-V2-PFL107,https://www.tcgplayer.com/product/662128?page=1&Language=English,https://www.pricecharting.com/game/pokemon-phantasmal-flames/ambipom-107,"5,6",,"9,9",,1
Vikavolt,230/217,Heróis Excelsos,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Vikavolt%20(230/217)&show=1&ed=ASC&num=230,https://mypcards.com/pokemon/produto/310467/vikavolt,https://www.cardmarket.com/en/Pokemon/Products/Singles/Ascended-Heroes/Vikavolt-V2-ASC230,https://www.tcgplayer.com/product/676042?page=1&Language=English,https://www.pricecharting.com/game/pokemon-ascended-heroes/vikavolt-230,"7,8",,12,,1
Spewpa,089/088,Equilíbrio Perfeito,Português (PT-BR),NM,2026,Arte Rara,https://www.ligapokemon.com.br/?view=cards/card&card=Spewpa%20(089/088)&show=1&ed=POR&num=089,https://mypcards.com/pokemon/produto/318528/spewpa-089088,https://www.cardmarket.com/en/Pokemon/Products/Singles/Perfect-Order/Spewpa-V2-POR089,https://www.tcgplayer.com/product/684365?page=1&Language=English,https://www.pricecharting.com/game/pokemon-perfect-order/spewpa-89,"7,8",,10,,1
